dst_as,IP,mask,nexthop_AS
2519,1.0.16.0,255.255.255.0,10242
23969,1.0.128.0,255.255.128.0,10242
13335,1.1.1.0,255.255.255.0,10242
4725,1.5.0.0,255.255.0.0,10242
9583,1.6.0.0,255.255.252.0,5056
132215,1.6.136.0,255.255.255.0,5056
4755,1.6.229.0,255.255.255.0,10242
4788,1.9.0.0,255.255.0.0,10242
38091,1.11.0.0,255.255.0.0,5056
45996,1.11.92.0,255.255.254.0,5056
132203,1.12.0.0,255.255.240.0,10242
23599,1.18.123.0,255.255.255.0,5056
23600,1.18.132.0,255.255.255.0,5056
59125,1.21.96.0,255.255.240.0,10242
45528,1.22.3.0,255.255.255.0,5056
4837,1.24.0.0,255.248.0.0,5056
9929,1.28.41.0,255.255.255.0,5056
64050,1.32.192.0,255.255.255.0,10242
152194,1.32.205.0,255.255.255.0,10242
2514,1.33.0.0,255.255.0.0,5056
3462,1.34.0.0,255.254.0.0,10242
4760,1.36.0.0,255.255.0.0,10242
4775,1.37.0.0,255.255.0.0,5056
55410,1.38.208.0,255.255.255.0,10242
4804,1.40.0.0,255.252.0.0,10242
7474,1.44.0.0,255.255.0.0,10242
16509,1.44.96.0,255.255.255.0,10242
4134,1.48.0.0,255.254.0.0,10242
4538,1.51.0.0,255.255.0.0,10242
18403,1.52.0.0,255.252.0.0,5056
9605,1.66.20.0,255.255.252.0,5056
4809,1.71.103.0,255.255.255.0,5056
4847,1.93.0.0,255.255.0.0,5056
4766,1.96.0.0,255.252.0.0,10242
17676,1.112.0.0,255.252.0.0,10242
137753,1.118.2.0,255.255.255.0,10242
1221,1.120.0.0,255.248.0.0,10242
9845,1.176.0.0,255.255.252.0,5056
9723,1.178.2.0,255.255.254.0,10242
14618,1.178.4.0,255.255.255.0,10242
136907,1.178.32.0,255.255.240.0,10242
12975,1.178.112.0,255.255.240.0,5056
9313,1.178.175.0,255.255.255.0,10242
7224,1.178.192.0,255.255.254.0,10242
12479,1.178.224.0,255.255.224.0,10242
131293,1.179.128.0,255.255.192.0,10242
8075,1.186.0.0,255.255.0.0,10242
139018,1.193.146.0,255.255.254.0,10242
139587,1.193.188.0,255.255.255.0,5056
