dst_as,IP,mask,nexthop_AS
200436,5.42.217.0,255.255.255.0,60976
51026,5.56.132.0,255.255.255.0,60976
61173,5.182.44.0,255.255.255.0,60976
56547,5.201.172.0,255.255.254.0,60976
34918,5.202.0.0,255.255.240.0,34918
34412,31.25.90.0,255.255.255.0,60976
16322,31.214.146.0,255.255.255.0,60976
60976,31.214.168.0,255.255.248.0,60976
201691,45.146.240.0,255.255.255.0,60976
215633,62.60.141.0,255.255.255.0,60976
62367,87.107.134.0,255.255.254.0,60976
208555,185.126.203.0,255.255.255.0,60976
39368,185.211.56.0,255.255.255.0,60976
