dst_as,IP,mask,nexthop_AS
2519,1.0.16.0,255.255.255.0,4637
13335,1.1.1.0,255.255.255.0,13335
9583,1.6.0.0,255.255.252.0,9583
132215,1.6.136.0,255.255.255.0,9583
4755,1.6.229.0,255.255.255.0,30844
4788,1.9.0.0,255.255.0.0,6939
132203,1.12.0.0,255.255.240.0,7195
4837,1.24.0.0,255.248.0.0,4637
64050,1.32.192.0,255.255.255.0,23764
152194,1.32.205.0,255.255.255.0,4637
3462,1.34.0.0,255.254.0.0,3462
4775,1.37.0.0,255.255.0.0,4775
55410,1.38.208.0,255.255.255.0,30844
7474,1.44.0.0,255.255.0.0,4637
16509,1.44.96.0,255.255.255.0,52025
4134,1.48.0.0,255.254.0.0,23764
4538,1.51.0.0,255.255.0.0,6939
18403,1.52.0.0,255.252.0.0,4637
9605,1.66.20.0,255.255.252.0,3356
4809,1.71.103.0,255.255.255.0,4637
4847,1.93.0.0,255.255.0.0,4637
4766,1.96.0.0,255.252.0.0,6939
17676,1.112.0.0,255.252.0.0,1299
1221,1.120.0.0,255.248.0.0,4637
9723,1.178.2.0,255.255.254.0,6939
14618,1.178.4.0,255.255.255.0,52025
136907,1.178.32.0,255.255.240.0,136907
12975,1.178.112.0,255.255.240.0,8529
12479,1.178.224.0,255.255.224.0,3356
8075,1.186.0.0,255.255.0.0,52025
9286,1.201.0.0,255.255.192.0,4637
3786,1.208.0.0,255.240.0.0,4637
9318,1.224.0.0,255.224.0.0,6939
63199,1.247.4.0,255.255.255.0,18106
23576,1.255.48.0,255.255.252.0,23576
3215,2.3.0.0,255.255.0.0,1299
20940,2.16.0.0,255.248.0.0,20940
12874,2.16.17.0,255.255.255.0,6939
6762,2.16.19.0,255.255.255.0,1299
12389,2.16.20.0,255.255.255.0,6939
8966,2.16.44.0,255.255.255.0,8452
32787,2.17.108.0,255.255.252.0,32787
8708,2.17.116.0,255.255.252.0,1299
9121,2.17.224.0,255.255.252.0,1299
9924,2.18.16.0,255.255.254.0,4637
