dst_as,IP,mask,nexthop_AS
2519,1.0.16.0,255.255.255.0,139009
13335,1.1.1.0,255.255.255.0,17494
9583,1.6.0.0,255.255.252.0,139009
132215,1.6.136.0,255.255.255.0,139009
4755,1.6.229.0,255.255.255.0,139009
4788,1.9.0.0,255.255.0.0,58717
132203,1.12.0.0,255.255.240.0,58717
4837,1.24.0.0,255.248.0.0,139009
64050,1.32.192.0,255.255.255.0,58717
152194,1.32.205.0,255.255.255.0,58717
3462,1.34.0.0,255.254.0.0,17494
4775,1.37.0.0,255.255.0.0,58717
55410,1.38.208.0,255.255.255.0,139009
7474,1.44.0.0,255.255.0.0,139009
16509,1.44.96.0,255.255.255.0,58717
4134,1.48.0.0,255.254.0.0,17494
4538,1.51.0.0,255.255.0.0,58717
18403,1.52.0.0,255.252.0.0,58717
9605,1.66.20.0,255.255.252.0,139009
4809,1.71.103.0,255.255.255.0,139009
4847,1.93.0.0,255.255.0.0,139009
4766,1.96.0.0,255.252.0.0,139009
17676,1.112.0.0,255.252.0.0,139009
1221,1.120.0.0,255.248.0.0,139009
9723,1.178.2.0,255.255.254.0,139009
14618,1.178.4.0,255.255.255.0,58717
136907,1.178.32.0,255.255.240.0,17494
12975,1.178.112.0,255.255.240.0,139009
12479,1.178.224.0,255.255.224.0,139009
8075,1.186.0.0,255.255.0.0,139009
9286,1.201.0.0,255.255.192.0,139009
3786,1.208.0.0,255.240.0.0,139009
9318,1.224.0.0,255.224.0.0,58717
63199,1.247.4.0,255.255.255.0,58717
23576,1.255.48.0,255.255.252.0,58717
3215,2.3.0.0,255.255.0.0,139009
20940,2.16.0.0,255.248.0.0,58656
12874,2.16.17.0,255.255.255.0,58717
6762,2.16.19.0,255.255.255.0,17494
12389,2.16.20.0,255.255.255.0,139009
8966,2.16.44.0,255.255.255.0,139009
32787,2.17.108.0,255.255.252.0,17494
8708,2.17.116.0,255.255.252.0,139009
9121,2.17.224.0,255.255.252.0,139009
9924,2.18.16.0,255.255.254.0,139009
7303,2.18.56.0,255.255.252.0,17494
719,2.20.0.0,255.255.252.0,58656
3292,2.21.28.0,255.255.252.0,139009
