dst_as,IP,mask,nexthop_AS
2519,1.0.16.0,255.255.255.0,4637
13335,1.1.1.0,255.255.255.0,13335
9583,1.6.0.0,255.255.252.0,9583
132215,1.6.136.0,255.255.255.0,9498
4755,1.6.229.0,255.255.255.0,9498
4788,1.9.0.0,255.255.0.0,4788
132203,1.12.0.0,255.255.240.0,132203
4837,1.24.0.0,255.248.0.0,10099
64050,1.32.192.0,255.255.255.0,64050
152194,1.32.205.0,255.255.255.0,152194
3462,1.34.0.0,255.254.0.0,3462
4775,1.37.0.0,255.255.0.0,4775
55410,1.38.208.0,255.255.255.0,9498
7474,1.44.0.0,255.255.0.0,7473
16509,1.44.96.0,255.255.255.0,16509
4134,1.48.0.0,255.254.0.0,23764
4538,1.51.0.0,255.255.0.0,4538
18403,1.52.0.0,255.252.0.0,18403
9605,1.66.20.0,255.255.252.0,9605
4809,1.71.103.0,255.255.255.0,4809
4847,1.93.0.0,255.255.0.0,4809
4766,1.96.0.0,255.252.0.0,6939
17676,1.112.0.0,255.252.0.0,3356
1221,1.120.0.0,255.248.0.0,4637
9723,1.178.2.0,255.255.254.0,4826
14618,1.178.4.0,255.255.255.0,16509
136907,1.178.32.0,255.255.240.0,136907
12975,1.178.112.0,255.255.240.0,8529
12479,1.178.224.0,255.255.224.0,3356
8075,1.186.0.0,255.255.0.0,8075
9286,1.201.0.0,255.255.192.0,3786
3786,1.208.0.0,255.240.0.0,3786
9318,1.224.0.0,255.224.0.0,9318
63199,1.247.4.0,255.255.255.0,63199
23576,1.255.48.0,255.255.252.0,23576
3215,2.3.0.0,255.255.0.0,64289
20940,2.16.0.0,255.248.0.0,20940
12874,2.16.17.0,255.255.255.0,12874
6762,2.16.19.0,255.255.255.0,64289
12389,2.16.20.0,255.255.255.0,12389
8966,2.16.44.0,255.255.255.0,8966
32787,2.17.108.0,255.255.252.0,32787
8708,2.17.116.0,255.255.252.0,8708
9121,2.17.224.0,255.255.252.0,3356
9924,2.18.16.0,255.255.254.0,9924
