dst_as,IP,mask,nexthop_AS
7224,1.178.192.0,255.255.254.0,7575
20940,2.16.0.0,255.248.0.0,7575
34164,2.16.3.0,255.255.255.0,7575
2635,5.100.156.0,255.255.255.0,7575
668,6.2.0.0,255.255.128.0,7575
35994,23.1.232.0,255.255.255.0,7575
63949,23.92.16.0,255.255.248.0,7575
40111,23.135.224.0,255.255.255.0,19151
57974,23.153.72.0,255.255.255.0,19151
45768,27.111.64.0,255.255.248.0,7575
21886,38.103.42.0,255.255.255.0,19151
24151,42.83.128.0,255.255.255.0,1280
56132,43.246.232.0,255.255.252.0,7575
7377,44.0.0.0,255.128.0.0,2152
195,44.8.5.0,255.255.255.0,2152
226,44.16.15.0,255.255.255.0,7575
40950,45.38.51.0,255.255.255.0,7575
18447,45.58.62.0,255.255.255.0,19151
54048,50.115.192.0,255.255.240.0,2152
22768,52.119.97.0,255.255.255.0,2152
18183,61.56.0.0,255.255.240.0,7575
18422,61.61.240.0,255.255.240.0,7575
10430,63.135.32.0,255.255.240.0,7575
19151,63.135.64.0,255.255.255.0,19151
18632,63.166.164.0,255.255.254.0,2152
40523,64.18.240.0,255.255.240.0,2152
18568,64.38.118.0,255.255.254.0,19151
2152,64.39.112.0,255.255.240.0,2152
13645,64.135.0.0,255.255.128.0,19151
7314,64.237.100.0,255.255.255.0,19151
4307,65.111.224.0,255.255.248.0,7575
32982,65.199.24.0,255.255.255.0,7575
46749,68.65.160.0,255.255.240.0,2152
30263,69.36.192.0,255.255.240.0,2152
11827,69.166.44.0,255.255.252.0,7575
29844,70.97.45.0,255.255.255.0,7575
46276,74.112.90.0,255.255.255.0,2152
12654,84.205.66.0,255.255.255.0,19151
31108,88.221.82.0,255.255.255.0,7575
21449,91.217.128.0,255.255.255.0,7575
1921,91.237.67.0,255.255.255.0,19151
200005,96.7.200.0,255.255.255.0,7575
131074,103.0.0.0,255.255.0.0,7575
7575,103.36.12.0,255.255.255.0,7575
24436,103.108.86.0,255.255.255.0,7575
7539,103.124.72.0,255.255.252.0,7575
401707,104.232.11.0,255.255.255.0,19151
23024,104.249.64.0,255.255.255.0,2152
1659,120.96.0.0,255.224.0.0,7575
17716,120.96.0.0,255.255.224.0,7575
16,128.3.0.0,255.255.0.0,2152
4,128.9.0.0,255.255.240.0,7575
513,128.141.0.0,255.255.0.0,7575
6360,128.171.0.0,255.255.0.0,2152
24437,130.95.0.0,255.255.0.0,7575
2153,130.150.12.0,255.255.254.0,7575
567,130.152.185.0,255.255.255.0,2152
15280,131.143.43.0,255.255.255.0,19151
293,134.55.0.0,255.255.0.0,7575
17579,134.75.1.0,255.255.255.0,7575
3477,137.75.64.0,255.255.192.0,7575
16550,137.75.122.0,255.255.255.0,7575
26100,137.75.124.0,255.255.252.0,2152
6106,138.23.0.0,255.255.0.0,2152
4193,143.55.96.0,255.255.224.0,7575
3734,143.254.0.0,255.255.0.0,2152
1280,149.20.0.0,255.255.255.0,1280
24313,153.107.0.0,255.255.0.0,7575
2920,156.3.0.0,255.255.0.0,2152
394353,170.247.170.0,255.255.254.0,7575
47065,184.164.224.0,255.255.255.0,7575
31529,185.151.141.0,255.255.255.0,1280
20144,192.0.37.0,255.255.255.0,7575
3557,192.5.4.0,255.255.254.0,1280
112,192.31.196.0,255.255.255.0,7575
35889,192.35.145.0,255.255.255.0,7575
7500,192.50.45.0,255.255.255.0,7575
3912,192.65.78.0,255.255.255.0,2152
35052,192.76.243.0,255.255.255.0,19151
5783,192.78.182.0,255.255.255.0,2152
5726,192.94.74.0,255.255.255.0,7575
25152,193.0.14.0,255.255.254.0,19151
24,198.10.0.0,255.255.0.0,7575
40498,198.59.97.0,255.255.255.0,2152
21708,198.133.204.0,255.255.255.0,2152
395226,198.181.223.0,255.255.255.0,2152
18558,198.188.95.0,255.255.255.0,2152
53567,199.15.152.0,255.255.248.0,19151
10906,200.189.40.0,255.255.255.0,7575
11644,200.219.154.0,255.255.255.0,19151
12136,200.229.248.0,255.255.254.0,19151
4608,202.12.29.0,255.255.255.0,7575
56200,203.215.52.0,255.255.252.0,2152
6099,204.88.192.0,255.255.224.0,2152
6203,204.107.130.0,255.255.255.0,19151
21694,206.78.32.0,255.255.224.0,2152
7941,207.241.224.0,255.255.240.0,2152
101,209.124.176.0,255.255.240.0,7575
20448,209.235.160.0,255.255.224.0,19151
