dst_as,IP,mask,nexthop_AS
13335,1.1.1.0,255.255.255.0,37100
9583,1.6.0.0,255.255.252.0,8966
132215,1.6.136.0,255.255.255.0,8966
132203,1.12.0.0,255.255.240.0,8966
4837,1.24.0.0,255.248.0.0,37100
64050,1.32.192.0,255.255.255.0,37100
152194,1.32.205.0,255.255.255.0,37100
4775,1.37.0.0,255.255.0.0,8966
7474,1.44.0.0,255.255.0.0,8966
16509,1.44.96.0,255.255.255.0,60068
4134,1.48.0.0,255.254.0.0,37100
4538,1.51.0.0,255.255.0.0,37100
18403,1.52.0.0,255.252.0.0,37100
4809,1.71.103.0,255.255.255.0,37100
4847,1.93.0.0,255.255.0.0,37100
9723,1.178.2.0,255.255.254.0,8966
14618,1.178.4.0,255.255.255.0,60068
136907,1.178.32.0,255.255.240.0,37100
12975,1.178.112.0,255.255.240.0,8966
8075,1.186.0.0,255.255.0.0,60068
9318,1.224.0.0,255.224.0.0,8966
63199,1.247.4.0,255.255.255.0,8966
23576,1.255.48.0,255.255.252.0,8966
20940,2.16.0.0,255.248.0.0,37100
12874,2.16.17.0,255.255.255.0,3303
8966,2.16.44.0,255.255.255.0,8966
32787,2.17.108.0,255.255.252.0,8966
9924,2.18.16.0,255.255.254.0,8966
719,2.20.0.0,255.255.252.0,6667
37457,2.21.160.0,255.255.252.0,37100
1267,2.21.164.0,255.255.252.0,1267
852,2.22.72.0,255.255.252.0,60068
55836,2.22.176.0,255.255.240.0,8966
200612,2.23.168.0,255.255.252.0,8966
5384,2.48.0.0,255.252.0.0,8966
15830,2.56.0.0,255.255.252.0,37100
40676,2.56.8.0,255.255.255.0,50673
213373,2.56.10.0,255.255.255.0,50673
9009,2.56.16.0,255.255.252.0,8966
3758,2.56.56.0,255.255.252.0,8966
42929,2.56.80.0,255.255.252.0,8966
51561,2.56.84.0,255.255.252.0,37100
30058,2.56.101.0,255.255.255.0,37100
58061,2.56.112.0,255.255.255.0,50673
209847,2.56.118.0,255.255.255.0,208972
202371,2.56.131.0,255.255.255.0,1267
49505,2.56.138.0,255.255.255.0,37100
49870,2.56.167.0,255.255.255.0,13194
8315,2.56.171.0,255.255.255.0,3303
41960,2.56.216.0,255.255.252.0,49544
199524,2.56.220.0,255.255.255.0,199524
198610,2.56.240.0,255.255.254.0,37100
203446,2.56.246.0,255.255.255.0,37100
262287,2.56.249.0,255.255.255.0,8966
40065,2.56.255.0,255.255.255.0,37100
29802,2.57.22.0,255.255.255.0,199524
61317,2.57.23.0,255.255.255.0,199524
41798,2.57.96.0,255.255.255.0,35598
42473,2.57.104.0,255.255.255.0,37100
24961,2.57.123.0,255.255.255.0,24961
396356,2.57.168.0,255.255.255.0,8966
41564,2.57.169.0,255.255.255.0,50673
57043,2.57.242.0,255.255.255.0,37100
