dst_as,IP,mask,nexthop_AS
13335,1.1.1.0,255.255.255.0,13194
9583,1.6.0.0,255.255.252.0,20485
132215,1.6.136.0,255.255.255.0,20485
38091,1.11.0.0,255.255.0.0,7713
45996,1.11.92.0,255.255.254.0,7713
132203,1.12.0.0,255.255.240.0,7713
23599,1.18.123.0,255.255.255.0,7713
23600,1.18.132.0,255.255.255.0,7713
45528,1.22.3.0,255.255.255.0,20485
4837,1.24.0.0,255.248.0.0,20485
9929,1.28.41.0,255.255.255.0,20485
64050,1.32.192.0,255.255.255.0,20485
152194,1.32.205.0,255.255.255.0,13194
2514,1.33.0.0,255.255.0.0,7713
4775,1.37.0.0,255.255.0.0,20485
4804,1.40.0.0,255.252.0.0,20485
7474,1.44.0.0,255.255.0.0,20485
16509,1.44.96.0,255.255.255.0,137409
4538,1.51.0.0,255.255.0.0,20485
18403,1.52.0.0,255.252.0.0,20485
9605,1.66.20.0,255.255.252.0,7713
4809,1.71.103.0,255.255.255.0,20485
4847,1.93.0.0,255.255.0.0,20485
9845,1.176.0.0,255.255.252.0,7713
9723,1.178.2.0,255.255.254.0,20485
14618,1.178.4.0,255.255.255.0,137409
136907,1.178.32.0,255.255.240.0,7713
12975,1.178.112.0,255.255.240.0,137409
9313,1.178.175.0,255.255.255.0,20485
7224,1.178.192.0,255.255.254.0,42
8075,1.186.0.0,255.255.0.0,137409
23724,1.203.94.0,255.255.255.0,20485
9526,1.209.90.0,255.255.255.0,7713
45974,1.209.199.0,255.255.255.0,7713
7562,1.222.128.0,255.255.192.0,7713
9318,1.224.0.0,255.224.0.0,7713
45370,1.224.180.0,255.255.255.0,7713
63199,1.247.4.0,255.255.255.0,20485
23576,1.255.48.0,255.255.252.0,7713
20940,2.16.0.0,255.248.0.0,20485
34164,2.16.3.0,255.255.255.0,20485
12389,2.16.20.0,255.255.255.0,20485
32787,2.17.108.0,255.255.252.0,7713
9924,2.18.16.0,255.255.254.0,7713
52374,2.20.46.0,255.255.255.0,22356
61580,2.21.67.0,255.255.255.0,22356
37457,2.21.160.0,255.255.252.0,22356
852,2.22.72.0,255.255.252.0,137409
55836,2.22.176.0,255.255.240.0,20485
12400,2.22.233.0,255.255.255.0,22356
200612,2.23.168.0,255.255.252.0,137409
15830,2.56.0.0,255.255.252.0,137409
40676,2.56.8.0,255.255.255.0,20485
9009,2.56.16.0,255.255.252.0,9009
3758,2.56.56.0,255.255.252.0,20485
42929,2.56.80.0,255.255.252.0,137409
51561,2.56.84.0,255.255.252.0,13194
210079,2.56.88.0,255.255.255.0,20485
216139,2.56.90.0,255.255.255.0,20485
30058,2.56.101.0,255.255.255.0,22356
206610,2.56.104.0,255.255.252.0,137409
205463,2.56.108.0,255.255.255.0,137409
58061,2.56.112.0,255.255.255.0,20485
397373,2.56.114.0,255.255.254.0,20485
209847,2.56.118.0,255.255.255.0,15694
202371,2.56.131.0,255.255.255.0,20485
48031,2.56.136.0,255.255.255.0,197155
49505,2.56.138.0,255.255.255.0,20485
12453,2.56.160.0,255.255.252.0,22356
142594,2.56.166.0,255.255.255.0,137409
49870,2.56.167.0,255.255.255.0,13194
43309,2.56.168.0,255.255.255.0,137409
33993,2.56.178.0,255.255.255.0,20485
31566,2.56.180.0,255.255.252.0,20485
62240,2.56.188.0,255.255.252.0,137409
36224,2.56.200.0,255.255.255.0,22356
39560,2.56.208.0,255.255.252.0,22356
41960,2.56.216.0,255.255.252.0,49544
199524,2.56.220.0,255.255.255.0,137409
21221,2.56.226.0,255.255.254.0,22356
203020,2.56.228.0,255.255.252.0,137409
198610,2.56.240.0,255.255.254.0,20485
203446,2.56.246.0,255.255.255.0,137409
262287,2.56.249.0,255.255.255.0,22356
204170,2.56.253.0,255.255.255.0,137409
40065,2.56.255.0,255.255.255.0,20485
205384,2.57.10.0,255.255.254.0,29535
43641,2.57.20.0,255.255.254.0,20485
29802,2.57.22.0,255.255.255.0,137409
61317,2.57.23.0,255.255.255.0,137409
47583,2.57.88.0,255.255.254.0,24482
30337,2.57.92.0,255.255.252.0,20485
41798,2.57.96.0,255.255.255.0,20485
42473,2.57.104.0,255.255.255.0,137409
201893,2.57.132.0,255.255.252.0,29535
43424,2.57.140.0,255.255.252.0,137409
39568,2.57.149.0,255.255.255.0,20485
396356,2.57.168.0,255.255.255.0,137409
41564,2.57.169.0,255.255.255.0,20485
25273,2.57.172.0,255.255.252.0,7713
197522,2.57.204.0,255.255.252.0,137409
209062,2.57.208.0,255.255.254.0,29535
57043,2.57.242.0,255.255.255.0,20485
213279,2.57.252.0,255.255.255.0,13194
202204,2.58.24.0,255.255.252.0,7713
203779,2.58.24.0,255.255.254.0,7713
13213,2.58.29.0,255.255.255.0,20485
9119,2.58.48.0,255.255.252.0,20485
50340,2.58.68.0,255.255.252.0,20485
34295,2.58.92.0,255.255.255.0,20485
49581,2.58.113.0,255.255.255.0,137409
197537,2.58.115.0,255.255.255.0,20485
42013,2.58.132.0,255.255.252.0,22356
24864,2.58.144.0,255.255.254.0,13194
5065,2.58.168.0,255.255.255.0,137409
136557,2.58.170.0,255.255.255.0,137409
209181,2.58.192.0,255.255.252.0,137409
52073,2.58.198.0,255.255.255.0,22356
152586,2.58.200.0,255.255.255.0,137409
50581,2.58.204.0,255.255.252.0,9009
210063,2.58.212.0,255.255.255.0,20485
213527,2.58.214.0,255.255.255.0,22356
133334,2.58.228.0,255.255.252.0,7713
9678,2.58.240.0,255.255.255.0,137409
59210,2.59.2.0,255.255.255.0,137409
42425,2.59.4.0,255.255.255.0,13194
42830,2.59.10.0,255.255.254.0,22356
9123,2.59.40.0,255.255.255.0,20485
35048,2.59.50.0,255.255.255.0,20485
201776,2.59.51.0,255.255.255.0,20485
48266,2.59.61.0,255.255.255.0,137409
63023,2.59.62.0,255.255.255.0,9009
132839,2.59.100.0,255.255.252.0,13194
34471,2.59.111.0,255.255.255.0,20485
212219,2.59.119.0,255.255.255.0,22356
58212,2.59.132.0,255.255.252.0,137409
8368,2.59.136.0,255.255.252.0,13194
400866,2.59.148.0,255.255.254.0,20485
136038,2.59.152.0,255.255.255.0,137409
141039,2.59.157.0,255.255.255.0,13194
207713,2.59.161.0,255.255.255.0,20485
62005,2.59.216.0,255.255.255.0,20485
200019,2.59.219.0,255.255.255.0,13194
209155,2.59.220.0,255.255.252.0,22356
209835,2.59.232.0,255.255.252.0,20485
215730,2.59.253.0,255.255.255.0,9009
21738,2.59.255.0,255.255.255.0,137409
6799,2.84.0.0,255.252.0.0,22356
8402,2.92.0.0,255.252.0.0,20485
3216,2.94.0.0,255.255.255.0,20485
3253,2.94.143.0,255.255.255.0,20485
3269,2.112.0.0,255.254.0.0,7713
5607,2.120.0.0,255.248.0.0,7713
