dst_as,IP,mask,nexthop_AS
152586,2.58.200.0,255.255.255.0,64073
62553,5.56.24.0,255.255.255.0,394256
64073,14.102.98.0,255.255.254.0,64073
394256,23.83.208.0,255.255.248.0,394256
63213,23.83.216.0,255.255.252.0,394256
25820,23.83.224.0,255.255.252.0,394256
54643,23.111.64.0,255.255.252.0,394256
53356,23.129.32.0,255.255.255.0,394256
212934,23.130.137.0,255.255.255.0,64073
54681,23.133.248.0,255.255.255.0,64073
401753,23.140.68.0,255.255.255.0,401753
401973,23.146.172.0,255.255.255.0,394256
6145,23.157.136.0,255.255.255.0,394256
213550,23.169.225.0,255.255.255.0,394256
54632,23.170.32.0,255.255.255.0,394256
26520,23.171.88.0,255.255.255.0,394256
14807,23.180.104.0,255.255.255.0,394256
205848,27.0.235.0,255.255.255.0,64073
61138,31.57.72.0,255.255.252.0,64073
40029,38.39.160.0,255.255.240.0,394256
132692,41.79.175.0,255.255.255.0,64073
215296,44.30.34.0,255.255.255.0,394256
212415,44.30.50.0,255.255.255.0,394256
208907,44.31.52.0,255.255.255.0,394256
210667,44.31.80.0,255.255.255.0,64073
396503,44.31.125.0,255.255.255.0,394256
6315,44.40.48.0,255.255.255.0,394256
23181,44.135.168.0,255.255.254.0,394256
39521,45.10.16.0,255.255.255.0,64073
57521,45.10.39.0,255.255.255.0,58057
203391,45.83.248.0,255.255.255.0,394256
35710,45.84.32.0,255.255.255.0,35710
58057,45.136.136.0,255.255.252.0,58057
60542,45.139.8.0,255.255.254.0,394256
212508,45.141.57.0,255.255.255.0,212508
8873,45.154.28.0,255.255.252.0,394256
208059,46.149.109.0,255.255.255.0,394256
19324,52.128.16.0,255.255.255.0,394256
54527,65.38.40.0,255.255.255.0,394256
399946,66.207.62.0,255.255.255.0,394256
8674,77.72.224.0,255.255.248.0,394256
12654,84.205.66.0,255.255.255.0,58057
138398,91.208.208.0,255.255.255.0,64073
212855,93.157.140.0,255.255.255.0,394256
214929,94.249.228.0,255.255.255.0,394256
141226,103.5.108.0,255.255.255.0,64073
136463,103.9.42.0,255.255.255.0,64073
135380,103.71.220.0,255.255.254.0,58057
139005,103.138.130.0,255.255.255.0,64073
207778,103.204.192.0,255.255.255.0,64073
216096,109.175.210.0,255.255.255.0,58057
63297,130.51.184.0,255.255.252.0,394256
50224,140.235.75.0,255.255.255.0,394256
396993,142.248.21.0,255.255.255.0,394256
213081,147.78.194.0,255.255.255.0,58057
208223,160.25.104.0,255.255.254.0,394256
62512,162.252.204.0,255.255.252.0,394256
399899,172.98.52.0,255.255.255.0,394256
25192,185.43.132.0,255.255.252.0,394256
213959,185.104.131.0,255.255.255.0,394256
31529,185.151.141.0,255.255.255.0,394256
59570,185.197.133.0,255.255.255.0,58057
202585,185.244.24.0,255.255.255.0,394256
52304,190.124.27.0,255.255.255.0,394256
112,192.31.196.0,255.255.255.0,58057
35052,192.76.243.0,255.255.255.0,394256
199950,192.121.44.0,255.255.255.0,394256
8995,192.165.82.0,255.255.255.0,394256
212895,192.208.1.0,255.255.255.0,394256
25152,193.0.14.0,255.255.254.0,394256
199670,194.0.6.0,255.255.255.0,394256
31800,194.14.236.0,255.255.255.0,64073
34800,194.50.99.0,255.255.255.0,58057
203420,194.50.176.0,255.255.255.0,394256
19662,198.161.21.0,255.255.255.0,394256
52234,200.7.4.0,255.255.255.0,394256
212024,209.112.97.0,255.255.255.0,58057
57050,212.81.56.0,255.255.255.0,58057
