dst_as,IP,mask,nexthop_AS
2519,1.0.16.0,255.255.255.0,39386
23969,1.0.128.0,255.255.128.0,39386
13335,1.1.1.0,255.255.255.0,8529
4725,1.5.0.0,255.255.0.0,39386
9583,1.6.0.0,255.255.252.0,8529
132215,1.6.136.0,255.255.255.0,8529
4755,1.6.229.0,255.255.255.0,39386
4788,1.9.0.0,255.255.0.0,39386
38091,1.11.0.0,255.255.0.0,8529
45996,1.11.92.0,255.255.254.0,8529
132203,1.12.0.0,255.255.240.0,8529
23599,1.18.123.0,255.255.255.0,8529
23600,1.18.132.0,255.255.255.0,8529
59125,1.21.96.0,255.255.240.0,39386
45528,1.22.3.0,255.255.255.0,8529
4837,1.24.0.0,255.248.0.0,8529
9929,1.28.41.0,255.255.255.0,8529
64050,1.32.192.0,255.255.255.0,8529
152194,1.32.205.0,255.255.255.0,8529
2514,1.33.0.0,255.255.0.0,39386
3462,1.34.0.0,255.254.0.0,39386
4760,1.36.0.0,255.255.0.0,39386
4775,1.37.0.0,255.255.0.0,8529
55410,1.38.208.0,255.255.255.0,39386
4804,1.40.0.0,255.252.0.0,8529
7474,1.44.0.0,255.255.0.0,8529
16509,1.44.96.0,255.255.255.0,8529
4134,1.48.0.0,255.254.0.0,39386
4538,1.51.0.0,255.255.0.0,8529
18403,1.52.0.0,255.252.0.0,8529
9605,1.66.20.0,255.255.252.0,39386
4809,1.71.103.0,255.255.255.0,8529
4847,1.93.0.0,255.255.0.0,8529
4766,1.96.0.0,255.252.0.0,39386
17676,1.112.0.0,255.252.0.0,39386
137753,1.118.2.0,255.255.255.0,39386
1221,1.120.0.0,255.248.0.0,39386
9845,1.176.0.0,255.255.252.0,8529
9723,1.178.2.0,255.255.254.0,8529
14618,1.178.4.0,255.255.255.0,8529
136907,1.178.32.0,255.255.240.0,139057
12975,1.178.112.0,255.255.240.0,8529
9313,1.178.175.0,255.255.255.0,8529
7224,1.178.192.0,255.255.254.0,8529
12479,1.178.224.0,255.255.224.0,39386
131293,1.179.128.0,255.255.192.0,39386
8075,1.186.0.0,255.255.0.0,8529
139018,1.193.146.0,255.255.254.0,39386
9286,1.201.0.0,255.255.192.0,39386
23724,1.203.94.0,255.255.255.0,8529
3786,1.208.0.0,255.240.0.0,39386
9526,1.209.90.0,255.255.255.0,8529
45974,1.209.199.0,255.255.255.0,8529
7562,1.222.128.0,255.255.192.0,8529
38661,1.222.222.0,255.255.255.0,39386
9318,1.224.0.0,255.224.0.0,8529
45370,1.224.180.0,255.255.255.0,8529
63199,1.247.4.0,255.255.255.0,8529
23576,1.255.48.0,255.255.252.0,8529
3215,2.3.0.0,255.255.0.0,39386
20940,2.16.0.0,255.248.0.0,139057
34164,2.16.3.0,255.255.255.0,139057
12874,2.16.17.0,255.255.255.0,39386
6762,2.16.19.0,255.255.255.0,39386
12389,2.16.20.0,255.255.255.0,39386
8966,2.16.44.0,255.255.255.0,39386
8697,2.17.24.0,255.255.252.0,39386
32787,2.17.108.0,255.255.252.0,39386
8708,2.17.116.0,255.255.252.0,39386
9121,2.17.224.0,255.255.252.0,39386
9924,2.18.16.0,255.255.254.0,8529
7303,2.18.56.0,255.255.252.0,39386
719,2.20.0.0,255.255.252.0,39386
52374,2.20.46.0,255.255.255.0,39386
3292,2.21.28.0,255.255.252.0,39386
61580,2.21.67.0,255.255.255.0,8529
37457,2.21.160.0,255.255.252.0,39386
1267,2.21.164.0,255.255.252.0,39386
1299,2.22.36.0,255.255.252.0,39386
852,2.22.72.0,255.255.252.0,8529
55836,2.22.176.0,255.255.240.0,8529
12400,2.22.233.0,255.255.255.0,39386
200612,2.23.168.0,255.255.252.0,8529
2856,2.24.0.0,255.248.0.0,39386
30722,2.32.0.0,255.255.0.0,39386
5384,2.48.0.0,255.252.0.0,39386
15830,2.56.0.0,255.255.252.0,8529
40676,2.56.8.0,255.255.255.0,139057
213373,2.56.10.0,255.255.255.0,39386
57344,2.56.14.0,255.255.255.0,39386
9009,2.56.16.0,255.255.252.0,8529
12552,2.56.28.0,255.255.252.0,39386
5650,2.56.32.0,255.255.252.0,39386
3758,2.56.56.0,255.255.252.0,8529
209216,2.56.76.0,255.255.252.0,39386
42929,2.56.80.0,255.255.252.0,8529
51561,2.56.84.0,255.255.252.0,8529
210079,2.56.88.0,255.255.255.0,8529
216139,2.56.90.0,255.255.255.0,39386
30058,2.56.101.0,255.255.255.0,39386
29066,2.56.102.0,255.255.255.0,39386
206610,2.56.104.0,255.255.252.0,139057
205463,2.56.108.0,255.255.255.0,8529
58061,2.56.112.0,255.255.255.0,139057
397373,2.56.114.0,255.255.254.0,139057
209847,2.56.118.0,255.255.255.0,139057
202371,2.56.131.0,255.255.255.0,8529
8767,2.56.135.0,255.255.255.0,39386
48031,2.56.136.0,255.255.255.0,8529
49505,2.56.138.0,255.255.255.0,139057
212238,2.56.148.0,255.255.255.0,139057
15401,2.56.156.0,255.255.254.0,39386
12453,2.56.160.0,255.255.252.0,39386
142594,2.56.166.0,255.255.255.0,8529
49870,2.56.167.0,255.255.255.0,39386
43309,2.56.168.0,255.255.255.0,8529
8315,2.56.171.0,255.255.255.0,39386
33993,2.56.178.0,255.255.255.0,39386
31566,2.56.180.0,255.255.252.0,39386
62240,2.56.188.0,255.255.252.0,8529
36224,2.56.200.0,255.255.255.0,8529
39560,2.56.208.0,255.255.252.0,39386
202448,2.56.212.0,255.255.255.0,39386
41960,2.56.216.0,255.255.252.0,8529
199524,2.56.220.0,255.255.255.0,139057
21221,2.56.226.0,255.255.254.0,39386
203020,2.56.228.0,255.255.252.0,8529
43140,2.56.232.0,255.255.252.0,39386
3257,2.56.236.0,255.255.252.0,39386
198610,2.56.240.0,255.255.254.0,39386
213250,2.56.245.0,255.255.255.0,139057
203446,2.56.246.0,255.255.255.0,8529
262287,2.56.249.0,255.255.255.0,8529
204170,2.56.253.0,255.255.255.0,8529
40065,2.56.255.0,255.255.255.0,8529
60134,2.57.2.0,255.255.255.0,39386
204861,2.57.4.0,255.255.252.0,39386
205384,2.57.10.0,255.255.254.0,39386
43641,2.57.20.0,255.255.254.0,8529
29802,2.57.22.0,255.255.255.0,139057
61317,2.57.23.0,255.255.255.0,139057
210017,2.57.43.0,255.255.255.0,39386
50782,2.57.48.0,255.255.252.0,39386
25151,2.57.56.0,255.255.255.0,39386
48635,2.57.57.0,255.255.255.0,39386
203462,2.57.84.0,255.255.252.0,39386
47583,2.57.88.0,255.255.254.0,8529
30337,2.57.92.0,255.255.252.0,8529
41798,2.57.96.0,255.255.255.0,139057
42473,2.57.104.0,255.255.255.0,8529
15943,2.57.116.0,255.255.252.0,39386
47890,2.57.120.0,255.255.255.0,39386
24961,2.57.123.0,255.255.255.0,39386
201893,2.57.132.0,255.255.252.0,39386
31229,2.57.136.0,255.255.252.0,39386
43424,2.57.140.0,255.255.252.0,8529
39568,2.57.149.0,255.255.255.0,139057
20647,2.57.160.0,255.255.252.0,39386
396356,2.57.168.0,255.255.255.0,8529
41564,2.57.169.0,255.255.255.0,139057
25273,2.57.172.0,255.255.252.0,39386
208781,2.57.196.0,255.255.254.0,39386
197522,2.57.204.0,255.255.252.0,8529
209062,2.57.208.0,255.255.254.0,39386
206264,2.57.214.0,255.255.255.0,39386
207568,2.57.222.0,255.255.254.0,39386
12956,2.57.224.0,255.255.252.0,39386
57032,2.57.239.0,255.255.255.0,39386
57043,2.57.242.0,255.255.255.0,8529
42318,2.57.244.0,255.255.252.0,39386
213279,2.57.252.0,255.255.255.0,8529
174,2.58.4.0,255.255.252.0,39386
24875,2.58.21.0,255.255.255.0,39386
202204,2.58.24.0,255.255.252.0,39386
203779,2.58.24.0,255.255.254.0,39386
13213,2.58.29.0,255.255.255.0,8529
9119,2.58.48.0,255.255.252.0,39386
200462,2.58.52.0,255.255.254.0,39386
12676,2.58.54.0,255.255.255.0,39386
50340,2.58.68.0,255.255.252.0,139057
42831,2.58.86.0,255.255.255.0,39386
34295,2.58.92.0,255.255.255.0,39386
210218,2.58.93.0,255.255.255.0,39386
9002,2.58.98.0,255.255.255.0,39386
3320,2.58.100.0,255.255.255.0,39386
39686,2.58.108.0,255.255.252.0,39386
209185,2.58.112.0,255.255.255.0,39386
49581,2.58.113.0,255.255.255.0,139057
197537,2.58.115.0,255.255.255.0,8529
15605,2.58.128.0,255.255.252.0,39386
42013,2.58.132.0,255.255.252.0,39386
24864,2.58.144.0,255.255.254.0,8529
5065,2.58.168.0,255.255.255.0,139057
136557,2.58.170.0,255.255.255.0,8529
3170,2.58.175.0,255.255.255.0,39386
209181,2.58.192.0,255.255.252.0,8529
52073,2.58.198.0,255.255.255.0,39386
152586,2.58.200.0,255.255.255.0,139057
50581,2.58.204.0,255.255.252.0,8529
210063,2.58.212.0,255.255.255.0,139057
213527,2.58.214.0,255.255.255.0,139057
202805,2.58.216.0,255.255.255.0,39386
35007,2.58.218.0,255.255.254.0,39386
201843,2.58.224.0,255.255.255.0,39386
133334,2.58.228.0,255.255.252.0,8529
9678,2.58.240.0,255.255.255.0,139057
59210,2.59.2.0,255.255.255.0,39386
42425,2.59.4.0,255.255.255.0,8529
42830,2.59.10.0,255.255.254.0,39386
200148,2.59.16.0,255.255.252.0,39386
207821,2.59.28.0,255.255.255.0,39386
30742,2.59.32.0,255.255.252.0,39386
39572,2.59.36.0,255.255.252.0,39386
9123,2.59.40.0,255.255.255.0,8529
35048,2.59.50.0,255.255.255.0,39386
201776,2.59.51.0,255.255.255.0,39386
48266,2.59.61.0,255.255.255.0,8529
63023,2.59.62.0,255.255.255.0,139057
29119,2.59.92.0,255.255.252.0,39386
132839,2.59.100.0,255.255.252.0,8529
34471,2.59.111.0,255.255.255.0,8529
200845,2.59.112.0,255.255.252.0,39386
212219,2.59.119.0,255.255.255.0,8529
212865,2.59.120.0,255.255.252.0,39386
58212,2.59.132.0,255.255.252.0,139057
8368,2.59.136.0,255.255.252.0,8529
59919,2.59.140.0,255.255.252.0,39386
16347,2.59.144.0,255.255.252.0,39386
400866,2.59.148.0,255.255.254.0,8529
136038,2.59.152.0,255.255.255.0,139057
141039,2.59.157.0,255.255.255.0,8529
207713,2.59.161.0,255.255.255.0,139057
49981,2.59.168.0,255.255.252.0,39386
49028,2.59.188.0,255.255.252.0,39386
62005,2.59.216.0,255.255.255.0,8529
200019,2.59.219.0,255.255.255.0,8529
209155,2.59.220.0,255.255.252.0,8529
209992,2.59.228.0,255.255.255.0,39386
209835,2.59.232.0,255.255.252.0,8529
24904,2.59.236.0,255.255.252.0,39386
215730,2.59.253.0,255.255.255.0,139057
207083,2.59.254.0,255.255.255.0,8529
21738,2.59.255.0,255.255.255.0,139057
44034,2.64.0.0,255.248.0.0,39386
3243,2.80.0.0,255.252.0.0,39386
6799,2.84.0.0,255.252.0.0,39386
8402,2.92.0.0,255.252.0.0,39386
3216,2.94.0.0,255.255.255.0,39386
3253,2.94.143.0,255.255.255.0,39386
13285,2.96.0.0,255.248.0.0,39386
3269,2.112.0.0,255.254.0.0,39386
5607,2.120.0.0,255.248.0.0,39386
9158,2.128.0.0,255.252.0.0,39386
9198,2.132.0.0,255.252.0.0,139057
3352,2.136.0.0,255.255.0.0,39386
44244,2.144.0.0,255.255.0.0,8529
2119,2.148.0.0,255.252.0.0,39386
12430,2.154.0.0,255.254.0.0,39386
6739,2.154.0.0,255.255.0.0,39386
12880,2.176.0.0,255.240.0.0,8529
58224,2.176.0.0,255.254.0.0,8529
60148,2.180.254.0,255.255.255.0,8529
49666,2.188.0.0,255.255.0.0,8529
50810,2.188.32.0,255.255.248.0,8529
42337,2.188.40.0,255.255.255.0,8529
48159,2.189.40.0,255.255.254.0,8529
204650,2.189.96.0,255.255.255.0,8529
48147,2.189.242.0,255.255.255.0,8529
3209,2.200.0.0,255.248.0.0,39386
6805,2.208.0.0,255.248.0.0,39386
3301,2.248.0.0,255.252.0.0,39386
8987,3.4.24.0,255.255.255.0,8529
3356,4.0.0.0,255.128.0.0,39386
203,4.4.61.192,255.255.255.192,39386
10753,4.14.227.64,255.255.255.224,8529
14127,4.19.12.0,255.255.255.0,8529
7287,4.23.88.0,255.255.255.0,39386
1,4.31.236.64,255.255.255.248,39386
6619,4.35.69.0,255.255.255.0,8529
13904,4.58.130.0,255.255.255.0,39386
213896,5.1.40.0,255.255.255.0,39386
212559,5.1.42.0,255.255.255.0,39386
34549,5.1.64.0,255.255.224.0,39386
51699,5.1.64.0,255.255.255.0,139057
212567,5.1.66.0,255.255.255.0,39386
207439,5.1.67.0,255.255.255.0,39386
24679,5.1.68.0,255.255.255.0,39386
56382,5.1.94.0,255.255.255.0,39386
198385,5.1.96.0,255.255.248.0,8529
17056,5.1.113.0,255.255.255.0,39386
198471,5.2.0.0,255.255.240.0,39386
21472,5.2.16.0,255.255.248.0,39386
41560,5.2.32.0,255.255.248.0,139057
60404,5.2.64.0,255.255.240.0,8529
3188,5.2.80.0,255.255.255.0,8529
31655,5.2.96.0,255.255.224.0,39386
31483,5.3.0.0,255.255.255.0,39386
9049,5.3.85.0,255.255.255.0,39386
34665,5.8.8.0,255.255.252.0,39386
8492,5.8.17.0,255.255.255.0,139057
39087,5.8.36.0,255.255.254.0,139057
210756,5.8.42.0,255.255.255.0,139057
214790,5.8.44.0,255.255.255.0,39386
44626,5.8.59.0,255.255.255.0,39386
19437,5.8.63.0,255.255.255.0,39386
56340,5.8.80.0,255.255.248.0,8529
30848,5.8.96.0,255.255.224.0,39386
31126,5.8.128.0,255.255.252.0,39386
31261,5.8.177.0,255.255.255.0,39386
51219,5.8.180.0,255.255.254.0,8529
7155,5.8.184.0,255.255.248.0,139057
20485,5.8.192.0,255.255.248.0,39386
49301,5.8.192.0,255.255.252.0,39386
15774,5.8.200.0,255.255.255.0,39386
21365,5.8.224.0,255.255.240.0,8529
24940,5.9.0.0,255.255.0.0,39386
198726,5.10.0.0,255.255.248.0,39386
57154,5.10.8.0,255.255.248.0,39386
60610,5.10.16.0,255.255.254.0,39386
12703,5.10.23.0,255.255.255.0,39386
198967,5.10.40.0,255.255.252.0,39386
36351,5.10.96.0,255.255.224.0,139057
23764,5.10.136.0,255.255.255.0,39386
25160,5.10.144.0,255.255.240.0,39386
51088,5.10.192.0,255.255.255.0,39386
54103,5.10.193.0,255.255.255.0,8529
49835,5.10.200.0,255.255.255.0,39386
50448,5.10.221.0,255.255.255.0,139057
209604,5.10.223.0,255.255.255.0,8529
205800,5.10.226.0,255.255.255.0,39386
30844,5.11.8.0,255.255.248.0,39386
42705,5.11.16.0,255.255.255.0,39386
21277,5.11.19.0,255.255.255.0,39386
205020,5.11.28.0,255.255.252.0,39386
207701,5.11.31.0,255.255.255.0,39386
47217,5.11.32.0,255.255.248.0,39386
56814,5.11.60.0,255.255.254.0,39386
31214,5.11.64.0,255.255.240.0,139057
35415,5.11.80.0,255.255.255.0,39386
196646,5.11.88.0,255.255.255.0,39386
21412,5.20.0.0,255.255.240.0,39386
50010,5.21.0.0,255.255.0.0,39386
197207,5.22.0.0,255.255.240.0,8529
50463,5.22.128.0,255.255.248.0,8529
51043,5.22.136.0,255.255.248.0,39386
48964,5.22.157.0,255.255.255.0,8529
34259,5.22.159.0,255.255.255.0,8529
31042,5.22.160.0,255.255.224.0,39386
202053,5.22.208.0,255.255.252.0,39386
5413,5.22.224.0,255.255.248.0,39386
2116,5.22.232.0,255.255.252.0,39386
43905,5.22.236.0,255.255.255.0,39386
197524,5.22.240.0,255.255.248.0,39386
39704,5.22.248.0,255.255.248.0,39386
6453,5.23.0.0,255.255.224.0,39386
34977,5.23.12.0,255.255.252.0,39386
40009,5.23.20.0,255.255.255.0,39386
5610,5.23.39.0,255.255.255.0,39386
13193,5.23.40.0,255.255.248.0,39386
12969,5.23.64.0,255.255.224.0,39386
8636,5.23.96.0,255.255.248.0,139057
57214,5.23.104.0,255.255.248.0,139057
48944,5.23.112.0,255.255.248.0,8529
6848,5.23.128.0,255.255.128.0,39386
12303,5.28.0.0,255.255.248.0,39386
8439,5.28.16.0,255.255.240.0,39386
42010,5.28.48.0,255.255.248.0,39386
35425,5.28.56.0,255.255.248.0,39386
12849,5.28.128.0,255.255.192.0,39386
1273,5.28.192.0,255.255.192.0,39386
15802,5.30.0.0,255.254.0.0,8529
44549,5.32.136.0,255.255.248.0,39386
43714,5.32.144.0,255.255.248.0,8529
15533,5.32.152.0,255.255.248.0,39386
15836,5.32.168.0,255.255.248.0,39386
34547,5.32.176.0,255.255.254.0,39386
28885,5.32.192.0,255.255.192.0,8529
21299,5.34.0.0,255.255.128.0,139057
197556,5.34.16.0,255.255.240.0,139057
35566,5.34.47.0,255.255.255.0,139057
51407,5.34.160.0,255.255.248.0,39386
204957,5.34.176.0,255.255.254.0,139057
21100,5.34.180.0,255.255.254.0,39386
15626,5.34.182.0,255.255.255.0,8529
42532,5.34.208.0,255.255.248.0,39386
38136,5.34.216.0,255.255.252.0,139057
39835,5.34.224.0,255.255.248.0,39386
57858,5.34.240.0,255.255.255.0,139057
198288,5.34.248.0,255.255.248.0,39386
216071,5.35.32.0,255.255.255.0,139057
196695,5.35.40.0,255.255.255.0,139057
205516,5.35.80.0,255.255.255.0,139057
29182,5.35.96.0,255.255.254.0,139057
61424,5.35.103.0,255.255.255.0,8529
41275,5.35.112.0,255.255.252.0,139057
51685,5.35.116.0,255.255.252.0,139057
208349,5.35.120.0,255.255.254.0,139057
43530,5.35.128.0,255.255.224.0,139057
8681,5.35.160.0,255.255.248.0,39386
49820,5.35.176.0,255.255.248.0,39386
42303,5.35.184.0,255.255.248.0,39386
31577,5.35.200.0,255.255.248.0,39386
5606,5.35.208.0,255.255.248.0,39386
20773,5.35.224.0,255.255.224.0,8529
5483,5.38.128.0,255.255.128.0,39386
16276,5.39.0.0,255.255.128.0,8529
34594,5.39.128.0,255.255.224.0,39386
31673,5.39.168.0,255.255.248.0,39386
21267,5.39.176.0,255.255.248.0,8529
58291,5.39.184.0,255.255.248.0,39386
7029,5.39.192.0,255.255.252.0,39386
42689,5.39.196.0,255.255.254.0,39386
47232,5.39.200.0,255.255.254.0,39386
50338,5.39.202.0,255.255.254.0,8529
198792,5.39.224.0,255.255.248.0,39386
51985,5.39.232.0,255.255.248.0,39386
48173,5.39.240.0,255.255.248.0,8529
44486,5.39.251.0,255.255.255.0,8529
49791,5.39.253.0,255.255.255.0,139057
201748,5.40.158.0,255.255.255.0,39386
39493,5.42.0.0,255.255.192.0,8529
201826,5.42.88.0,255.255.255.0,139057
8680,5.42.128.0,255.255.248.0,39386
41998,5.42.136.0,255.255.252.0,39386
58208,5.42.152.0,255.255.252.0,39386
208226,5.42.158.0,255.255.255.0,8529
57976,5.42.160.0,255.255.252.0,39386
197883,5.42.193.0,255.255.255.0,39386
200780,5.42.200.0,255.255.255.0,39386
206244,5.42.205.0,255.255.255.0,39386
8849,5.42.206.0,255.255.255.0,8529
33921,5.42.207.0,255.255.255.0,39386
43278,5.42.211.0,255.255.255.0,139057
200436,5.42.217.0,255.255.255.0,39386
35753,5.42.224.0,255.255.224.0,39386
12353,5.43.0.0,255.255.192.0,39386
42560,5.43.64.0,255.255.192.0,39386
48642,5.43.128.0,255.255.224.0,39386
51248,5.43.224.0,255.255.248.0,39386
29050,5.43.232.0,255.255.248.0,39386
21191,5.43.240.0,255.255.252.0,39386
13768,5.44.16.0,255.255.248.0,139057
48763,5.44.40.0,255.255.255.0,39386
39787,5.44.64.0,255.255.248.0,39386
8648,5.44.96.0,255.255.252.0,39386
15600,5.44.112.0,255.255.240.0,8529
34757,5.44.168.0,255.255.254.0,39386
41794,5.44.170.0,255.255.254.0,39386
40995,5.44.172.0,255.255.254.0,39386
47433,5.44.174.0,255.255.254.0,39386
12757,5.44.191.0,255.255.255.0,39386
29518,5.44.192.0,255.255.240.0,39386
41491,5.44.208.0,255.255.248.0,39386
