dst_as,IP,mask,nexthop_AS
142327,43.252.104.0,255.255.255.0,45305
45305,43.252.105.0,255.255.255.0,45305
45302,103.30.180.0,255.255.252.0,45305
150515,103.61.6.0,255.255.255.0,45305
59149,103.111.248.0,255.255.255.0,45305
137349,103.114.52.0,255.255.255.0,45305
140388,103.150.44.0,255.255.255.0,45305
140481,103.154.76.0,255.255.255.0,45305
141607,103.160.68.0,255.255.255.0,45305
141917,103.164.228.0,255.255.255.0,45305
142331,103.169.38.0,255.255.255.0,45305
45317,203.190.40.0,255.255.255.0,45305
