dst_as,IP,mask,nexthop_AS
212238,2.56.148.0,255.255.255.0,917
5065,2.58.168.0,255.255.255.0,917
152586,2.58.200.0,255.255.255.0,917
9678,2.58.240.0,255.255.255.0,917
60539,5.160.111.0,255.255.255.0,917
214432,5.182.112.0,255.255.255.0,917
12390,5.198.0.0,255.255.128.0,917
216444,5.199.164.0,255.255.252.0,917
931,5.226.52.0,255.255.255.0,917
152179,5.226.188.0,255.255.255.0,917
26879,8.244.10.0,255.255.255.0,917
21769,14.102.224.0,255.255.240.0,917
25820,23.83.224.0,255.255.252.0,917
26939,23.130.220.0,255.255.255.0,917
7356,23.133.44.0,255.255.255.0,917
14570,23.139.120.0,255.255.255.0,917
61257,23.141.248.0,255.255.255.0,917
204844,23.146.248.0,255.255.255.0,917
35930,23.149.8.0,255.255.255.0,917
44324,23.149.120.0,255.255.255.0,917
400618,23.150.32.0,255.255.255.0,917
134176,23.172.217.0,255.255.255.0,917
46829,23.184.88.0,255.255.255.0,917
47553,23.230.32.0,255.255.255.0,917
35916,23.236.72.0,255.255.255.0,917
205329,36.50.249.64,255.255.255.255,917
140227,38.47.192.0,255.255.255.0,917
59538,38.75.44.0,255.255.255.0,917
137897,38.76.140.0,255.255.255.0,917
917,38.175.96.0,255.255.255.0,917
35487,38.175.112.0,255.255.255.0,917
213122,38.240.49.0,255.255.255.0,917
38254,44.31.69.0,255.255.255.0,917
212245,44.31.218.0,255.255.255.0,917
134823,45.11.78.0,255.255.255.0,917
57695,45.11.104.0,255.255.254.0,917
23961,45.11.104.0,255.255.255.0,917
131642,45.12.62.0,255.255.254.0,917
134094,45.123.116.0,255.255.255.0,917
57578,45.131.68.0,255.255.254.0,917
58313,45.142.244.0,255.255.255.0,917
39600,45.195.156.0,255.255.252.0,917
138968,45.221.120.0,255.255.248.0,917
60592,46.8.8.0,255.255.255.0,917
215294,46.203.77.0,255.255.255.0,917
139358,61.200.87.0,255.255.255.0,917
215470,66.235.110.0,255.255.255.0,917
53616,70.42.212.0,255.255.255.0,917
39975,74.119.148.0,255.255.255.0,917
12654,84.205.66.0,255.255.255.0,917
997,93.93.244.0,255.255.255.0,917
150768,103.6.124.0,255.255.254.0,917
212237,103.31.236.0,255.255.254.0,917
131657,103.51.90.0,255.255.255.0,917
140096,103.55.4.0,255.255.255.0,917
976,103.91.219.0,255.255.255.0,917
38047,103.106.52.0,255.255.255.0,917
137535,103.110.220.0,255.255.254.0,917
17415,103.152.202.0,255.255.255.0,917
38856,103.159.118.0,255.255.254.0,917
142616,103.170.232.0,255.255.254.0,917
147039,103.173.79.0,255.255.255.0,917
136180,103.203.56.0,255.255.255.0,917
63900,138.252.12.0,255.255.255.0,917
150771,157.20.68.0,255.255.255.0,917
152615,160.187.198.0,255.255.254.0,917
152619,161.248.44.0,255.255.255.0,917
152622,163.61.60.0,255.255.254.0,917
212440,185.112.180.0,255.255.255.0,917
209199,185.124.160.0,255.255.255.0,917
112,192.31.196.0,255.255.255.0,917
197000,193.0.8.0,255.255.254.0,917
48386,194.156.155.0,255.255.255.0,917
207921,195.39.246.0,255.255.254.0,917
53636,199.47.151.0,255.255.255.0,917
150755,203.175.104.0,255.255.254.0,917
152626,208.68.183.0,255.255.255.0,917
207419,209.200.230.0,255.255.255.0,917
213430,210.67.142.0,255.255.254.0,917
50414,212.46.55.0,255.255.255.0,917
